name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-184 d,2026,6.76 Earths,14.311,2014,https://exoplanets.nasa.gov/exoplanet-catalog/310/kepler-184-d/,Neptune-like,2014,6.76 Earths,0.222 x Jupiter,0.179 AU,29 days,0,Kepler-183,c,kepler-183 c,Transit,0,2,11.637071,0.000055,-0.000055,0,0.103,,,0,,,,,,,,,,,,,,0.203,0.087,-0.087,0,,,,,0,1,0,1,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1082.6,29.16,-29.16,0,1082.6,29.16,-29.16,0,14.943,,0,Kepler-band,14.893,,0,5888,200,-200,0,,,,,0.96,0.41,-0.41,0,5/14/2014,Kepler
Kepler-185 b,1543,1.71 Earths,14.443,2014,https://exoplanets.nasa.gov/exoplanet-catalog/311/kepler-185-b/,Super Earth,2014,1.71 Earths,1.17 x Earth,0.026 AU,1.6 days,0,Kepler-184,b,kepler-184 b,Transit,0,3,10.687576,0.000025,-0.000025,0,0.092,,,0,,,,,,,,,,,,,,0.211,0.119,-0.119,0,,,,,0,1,0,1,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,6.18,-6.18,0,621.24,6.18,-6.18,0,14.338,,0,Kepler-band,14.311,,0,5788,200,-200,0,,,,,0.87,0.49,-0.49,0,5/14/2014,Kepler
Kepler-185 c,1543,4.74 Earths,14.443,2014,https://exoplanets.nasa.gov/exoplanet-catalog/312/kepler-185-c/,Super Earth,2014,4.74 Earths,2.02 x Earth,0.139 AU,20.7 days,0,Kepler-184,c,kepler-184 c,Transit,0,3,20.303005,0.000087,-0.000087,0,0.141,,,0,,,,,,,,,,,,,,0.176,0.099,-0.099,0,,,,,0,1,0,1,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,6.18,-6.18,0,621.24,6.18,-6.18,0,14.338,,0,Kepler-band,14.311,,0,5788,200,-200,0,,,,,0.87,0.49,-0.49,0,5/14/2014,Kepler
Kepler-186 b,561,1.24 Earths,14.599,2014,https://exoplanets.nasa.gov/exoplanet-catalog/631/kepler-186-b/,Super Earth,2014,1.24 Earths,1.07 x Earth,0.0343 AU,3.9 days,0,Kepler-184,d,kepler-184 d,Transit,0,3,29.022358,0.000176,-0.000176,0,0.179,,,0,,,,,,,,,,,,,,0.222,0.126,-0.126,0,,,,,0,1,0,1,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,6.18,-6.18,0,621.24,6.18,-6.18,0,14.338,,0,Kepler-band,14.311,,0,5788,200,-200,0,,,,,0.87,0.49,-0.49,0,5/14/2014,Kepler
Kepler-186 c,561,2.1 Earths,14.599,2014,https://exoplanets.nasa.gov/exoplanet-catalog/313/kepler-186-c/,Super Earth,2014,2.1 Earths,1.25 x Earth,0.0451 AU,7.3 days,0,Kepler-185,b,kepler-185 b,Transit,0,2,1.6329,0.000005,-0.000005,0,0.026,,,0,,,,,,,,,,,,,,0.104,0.06,-0.06,0,,,,,0,1,0,1,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,473.07,4.79,-4.79,0,473.07,4.79,-4.79,0,14.458,,0,Kepler-band,14.443,,0,5208,200,-200,0,,,,,0.81,0.46,-0.46,0,5/14/2014,Kepler
Kepler-186 d,561,2.54 Earths,14.599,2014,https://exoplanets.nasa.gov/exoplanet-catalog/314/kepler-186-d/,Super Earth,2014,2.54 Earths,1.4 x Earth,0.0781 AU,13.3 days,0,Kepler-185,c,kepler-185 c,Transit,0,2,20.729042,0.000097,-0.000097,0,0.139,,,0,,,,,,,,,,,,,,0.18,0.104,-0.104,0,,,,,0,1,0,1,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,473.07,4.79,-4.79,0,473.07,4.79,-4.79,0,14.458,,0,Kepler-band,14.443,,0,5208,200,-200,0,,,,,0.81,0.46,-0.46,0,5/14/2014,Kepler
Kepler-186 e,561,2.15 Earths,14.599,2014,https://exoplanets.nasa.gov/exoplanet-catalog/315/kepler-186-e/,Super Earth,2014,2.15 Earths,1.27 x Earth,0.11 AU,22.4 days,0,Kepler-186,b,kepler-186 b,Transit,0,5,3.8867907,0.0000062,-0.0000063,0,0.0343,0.0046,-0.0046,0,,,,,,,,,,,,,,0.095,0.011,-0.011,0,,,,,0,1,0,1,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,5/14/2014,Kepler
Kepler-186 f,561,1.71 Earths,14.599,2014,https://exoplanets.nasa.gov/exoplanet-catalog/632/kepler-186-f/,Super Earth,2014,1.71 Earths,1.17 x Earth,0.432 AU,129.9 days,0.04,Kepler-186,c,kepler-186 c,Transit,0,5,7.267302,0.000012,-0.000011,0,0.0451,0.007,-0.007,0,,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,0,1,0,1,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,5/14/2014,Kepler
Kepler-187 b,3852,2.57 Earths,14.175,2014,https://exoplanets.nasa.gov/exoplanet-catalog/316/kepler-187-b/,Super Earth,2014,2.57 Earths,1.41 x Earth,0.059 AU,4.9 days,0,Kepler-186,d,kepler-186 d,Transit,0,5,13.342996,0.000025,-0.000024,0,0.0781,0.01,-0.01,0,,,,,,,,,,,,,,0.125,0.014,-0.014,0,,,,,0,1,0,1,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,5/14/2014,Kepler
Kepler-187 c,3852,7.61 Earths,14.175,2014,https://exoplanets.nasa.gov/exoplanet-catalog/317/kepler-187-c/,Neptune-like,2014,7.61 Earths,0.238 x Jupiter,0.099 AU,10.6 days,0,Kepler-186,e,kepler-186 e,Transit,0,5,22.407704,0.000074,-0.000072,0,0.11,0.015,-0.015,0,,,,,,,,,,,,,,0.113,0.013,-0.012,0,,,,,0,1,0,1,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,5/14/2014,Kepler
Kepler-188 b,3249,3.46 Earths,14.634,2014,https://exoplanets.nasa.gov/exoplanet-catalog/318/kepler-188-b/,Super Earth,2014,3.46 Earths,1.68 x Earth,0.032 AU,2.1 days,0,Kepler-186,f,kepler-186 f,Transit,1,5,129.9441,0.0013,-0.0012,0,0.432,0.171,-0.053,0,0.04,0.07,-0.04,-1,89.96,0.04,-0.1,0,,,,,,0.104,0.007,-0.007,0,,,,,0,1,0,2,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,1/14/2015,Kepler
Kepler-188 c,3249,10.3 Earths,14.634,2014,https://exoplanets.nasa.gov/exoplanet-catalog/633/kepler-188-c/,Neptune-like,2014,10.3 Earths,0.285 x Jupiter,0.066 AU,6 days,0,Kepler-187,b,kepler-187 b,Transit,0,2,4.938864,0.000058,-0.000058,0,0.059,,,0,,,,,,,,,,,,,,0.126,0.025,-0.025,0,,,,,0,1,0,1,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,1180.86,34.3,-34.3,0,1180.86,34.3,-34.3,0,14.173,,0,Kepler-band,14.175,,0,6105,129,-129,0,,,,,1.29,0.25,-0.25,0,5/14/2014,Kepler
Kepler-189 b,1963,1.92 Earths,14.821,2014,https://exoplanets.nasa.gov/exoplanet-catalog/319/kepler-189-b/,Super Earth,2014,1.92 Earths,1.21 x Earth,0.088 AU,10.4 days,0,Kepler-187,c,kepler-187 c,Transit,0,2,10.640263,0.000048,-0.000048,0,0.099,,,0,,,,,,,,,,,,,,0.238,0.046,-0.046,0,,,,,0,1,0,1,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,1180.86,34.3,-34.3,0,1180.86,34.3,-34.3,0,14.173,,0,Kepler-band,14.175,,0,6105,129,-129,0,,,,,1.29,0.25,-0.25,0,5/14/2014,Kepler
Kepler-189 c,1963,22.7 Earths,14.821,2014,https://exoplanets.nasa.gov/exoplanet-catalog/320/kepler-189-c/,Super Earth,2014,22.7 Earths,0.212 x Jupiter,0.137 AU,20.1 days,0,Kepler-188,b,kepler-188 b,Transit,0,2,2.061897,0.00001,-0.00001,0,0.032,,,0,,,,,,,,,,,,,,0.15,0.068,-0.068,0,,,,,0,1,0,1,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,22.98,-22.98,0,996.09,22.98,-22.98,0,14.674,,0,Kepler-band,14.634,,0,6021,200,-200,0,,,,,1.14,0.51,-0.51,0,5/14/2014,Kepler
Kepler-18 b,1430,6.9 Earths,13.539,2011,https://exoplanets.nasa.gov/exoplanet-catalog/630/kepler-18-b/,Super Earth,2011,6.9 Earths,2.0 x Earth,0.0447 AU,3.5 days,0,Kepler-188,c,kepler-188 c,Transit,0,2,5.996553,0.000015,-0.000015,0,0.066,,,0,,,,,,,,,,,,,,0.285,0.129,-0.129,0,,,,,0,1,0,1,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,22.98,-22.98,0,996.09,22.98,-22.98,0,14.674,,0,Kepler-band,14.634,,0,6021,200,-200,0,,,,,1.14,0.51,-0.51,0,5/14/2014,Kepler
Kepler-18 c,1430,17.3 Earths,13.539,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1591/kepler-18-c/,Neptune-like,2011,17.3 Earths,0.49 x Jupiter,0.0752 AU,7.6 days,0,Kepler-189,b,kepler-189 b,Transit,0,2,10.399931,0.000085,-0.000085,0,0.088,,,0,,,,,,,,,,,,,,0.108,0.054,-0.054,0,,,,,0,1,0,1,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,601.75,7.24,-7.24,0,601.75,7.24,-7.24,0,14.859,,0,Kepler-band,14.821,,0,5235,200,-200,0,,,,,0.75,0.38,-0.38,0,5/14/2014,Kepler
Kepler-18 d,1430,16.4 Earths,13.539,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1592/kepler-18-d/,Neptune-like,2011,16.4 Earths,0.623 x Jupiter,0.1172 AU,14.9 days,0,Kepler-189,c,kepler-189 c,Transit,0,2,20.134866,0.000057,-0.000057,0,0.137,,,0,,,,,,,,,,,,,,0.212,0.106,-0.106,0,,,,,0,1,0,1,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,601.75,7.24,-7.24,0,601.75,7.24,-7.24,0,14.859,,0,Kepler-band,14.821,,0,5235,200,-200,0,,,,,0.75,0.38,-0.38,0,5/14/2014,Kepler
Kepler-190 b,1432,3.05 Earths,14.118,2014,https://exoplanets.nasa.gov/exoplanet-catalog/321/kepler-190-b/,Super Earth,2014,3.05 Earths,1.56 x Earth,0.03 AU,2 days,0,Kepler-19,b,kepler-19 b,Transit,0,3,9.28716,0.00004,-0.00006,0,,,,,0.12,0.02,-0.02,0,,,,,0.02643,0.00503,-0.00472,0,Mass,,,,,,,,,1,1,0,1,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544,20,-20,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,4/13/2017,Kepler
Kepler-190 c,1432,2.73 Earths,14.118,2014,https://exoplanets.nasa.gov/exoplanet-catalog/322/kepler-190-c/,Super Earth,2014,2.73 Earths,1.46 x Earth,0.045 AU,3.8 days,0,Kepler-19,c,kepler-19 c,Transit Timing Variations,0,3,28.731,0.012,-0.005,0,,,,,0.21,0.05,-0.07,0,,,,,0.04122,0.0085,-0.0085,0,Mass,,,,,,,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544,20,-20,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,4/13/2017,Kepler
Kepler-191 b,1973,2.36 Earths,14.776,2014,https://exoplanets.nasa.gov/exoplanet-catalog/635/kepler-191-b/,Super Earth,2014,2.36 Earths,1.34 x Earth,0.087 AU,9.9 days,0,Kepler-19,d,kepler-19 d,Radial Velocity,0,3,62.95,0.04,-0.3,0,,,,,0.05,0.16,-0.01,0,,,,,0.07079,0.00378,-0.01762,0,Mass,,,,,,,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544,20,-20,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,4/13/2017,Roque de los Muchachos Observatory
Kepler-191 c,1973,4.12 Earths,14.776,2014,https://exoplanets.nasa.gov/exoplanet-catalog/323/kepler-191-c/,Super Earth,2014,4.12 Earths,1.86 x Earth,0.128 AU,17.7 days,0,Kepler-190,b,kepler-190 b,Transit,0,2,2.019999,0.000003,-0.000003,0,0.03,,,0,,,,,,,,,,,,,,0.139,0.01,-0.01,0,,,,,0,1,0,1,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,438.88,2.8,-2.8,0,438.88,2.8,-2.8,0,14.137,,0,Kepler-band,14.118,,0,5106,100,-100,0,,,,,0.8,0.05,-0.05,0,5/14/2014,Kepler
Kepler-191 d,1973,5.82 Earths,14.776,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4562/kepler-191-d/,Neptune-like,2016,5.82 Earths,0.203 x Jupiter,Unknown,5.9 days,0,Kepler-190,c,kepler-190 c,Transit,0,2,3.763024,0.000009,-0.000009,0,0.045,,,0,,,,,,,,,,,,,,0.13,0.009,-0.009,0,,,,,0,1,0,1,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,438.88,2.8,-2.8,0,438.88,2.8,-2.8,0,14.137,,0,Kepler-band,14.118,,0,5106,100,-100,0,,,,,0.8,0.05,-0.05,0,5/14/2014,Kepler
Kepler-192 b,2166,7.95 Earths,14.104,2014,https://exoplanets.nasa.gov/exoplanet-catalog/324/kepler-192-b/,Neptune-like,2014,7.95 Earths,0.244 x Jupiter,0.09 AU,9.9 days,0,Kepler-191,b,kepler-191 b,Transit,0,3,9.939632,0.000066,-0.000066,0,0.087,,,0,,,,,,,,,,,,,,0.12,0.059,-0.059,0,,,,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,604.75,8.1,-8.1,0,604.75,8.1,-8.1,0,14.808,,0,Kepler-band,14.776,,0,5282,200,-200,0,,,,,0.79,0.39,-0.39,0,5/14/2014,Kepler
Kepler-192 c,2166,8.2 Earths,14.104,2014,https://exoplanets.nasa.gov/exoplanet-catalog/325/kepler-192-c/,Neptune-like,2014,8.2 Earths,0.249 x Jupiter,0.15 AU,21.2 days,0,Kepler-191,c,kepler-191 c,Transit,0,3,17.738506,0.000082,-0.000082,0,0.128,,,0,,,,,,,,,,,,,,0.166,0.082,-0.082,0,,,,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,604.75,8.1,-8.1,0,604.75,8.1,-8.1,0,14.808,,0,Kepler-band,14.776,,0,5282,200,-200,0,,,,,0.79,0.39,-0.39,0,5/14/2014,Kepler
Kepler-192 d,2166,1.04 Earths,14.104,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4564/kepler-192-d/,Super Earth,2016,1.04 Earths,1.02 x Earth,Unknown,6.5 days,0,Kepler-191,d,kepler-191 d,Transit,0,3,5.94504102,0.00000763,-0.00000763,0,,,,,,,,,,,,,,,,,,0.203,0.014,-0.012,0,,,,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,604.75,8.1,-8.1,0,604.75,8.1,-8.1,0,14.808,,0,Kepler-band,14.776,,0,5282,200,-200,0,,,,,0.79,0.39,-0.39,0,5/10/2016,Kepler
Kepler-193 b,3389,6.3 Earths,14.596,2014,https://exoplanets.nasa.gov/exoplanet-catalog/636/kepler-193-b/,Neptune-like,2014,6.3 Earths,0.213 x Jupiter,0.106 AU,11.4 days,0,Kepler-192,b,kepler-192 b,Transit,0,3,9.926746,0.000018,-0.000018,0,0.09,,,0,,,,,,,,,,,,,,0.244,0.04,-0.04,0,,,,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,6.95,-6.95,0,664.14,6.95,-6.95,0,14.129,,0,Kepler-band,14.104,,0,5479,100,-100,0,,,,,1.01,0.16,-0.16,0,5/14/2014,Kepler
Kepler-193 c,3389,8 Earths,14.596,2014,https://exoplanets.nasa.gov/exoplanet-catalog/326/kepler-193-c/,Neptune-like,2014,8 Earths,0.245 x Jupiter,0.286 AU,50.7 days,0,Kepler-192,c,kepler-192 c,Transit,0,3,21.2234,0.000076,-0.000076,0,0.15,,,0,,,,,,,,,,,,,,0.249,0.046,-0.046,0,,,,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,6.95,-6.95,0,664.14,6.95,-6.95,0,14.129,,0,Kepler-band,14.104,,0,5479,100,-100,0,,,,,1.01,0.16,-0.16,0,5/14/2014,Kepler
Kepler-194 b,3697,2.89 Earths,14.912,2014,https://exoplanets.nasa.gov/exoplanet-catalog/327/kepler-194-b/,Super Earth,2014,2.89 Earths,1.51 x Earth,0.032 AU,2.1 days,0,Kepler-192,d,kepler-192 d,Transit,0,3,6.47027579,0.0000432,-0.0000432,0,,,,,,,,,,,,,,,,,,0.091,0.009,-0.006,0,,,,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,6.95,-6.95,0,664.14,6.95,-6.95,0,14.129,,0,Kepler-band,14.104,,0,5479,100,-100,0,,,,,1.01,0.16,-0.16,0,5/10/2016,Kepler
Kepler-194 c,3697,7.22 Earths,14.912,2014,https://exoplanets.nasa.gov/exoplanet-catalog/328/kepler-194-c/,Neptune-like,2014,7.22 Earths,0.231 x Jupiter,0.131 AU,17.3 days,0,Kepler-193,b,kepler-193 b,Transit,0,2,11.38848,0.000054,-0.000054,0,0.106,,,0,,,,,,,,,,,,,,0.213,0.096,-0.096,0,,,,,0,1,0,1,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1038.87,23.57,-23.57,0,1038.87,23.57,-23.57,0,14.615,,0,Kepler-band,14.596,,0,6335,200,-200,0,,,,,1.15,0.52,-0.52,0,5/14/2014,Kepler
Kepler-194 d,3697,6.35 Earths,14.912,2014,https://exoplanets.nasa.gov/exoplanet-catalog/637/kepler-194-d/,Neptune-like,2014,6.35 Earths,0.214 x Jupiter,0.275 AU,52.8 days,0,Kepler-193,c,kepler-193 c,Transit,0,2,50.697494,0.000446,-0.000446,0,0.286,,,0,,,,,,,,,,,,,,0.245,0.111,-0.111,0,,,,,0,1,0,1,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1038.87,23.57,-23.57,0,1038.87,23.57,-23.57,0,14.615,,0,Kepler-band,14.596,,0,6335,200,-200,0,,,,,1.15,0.52,-0.52,0,5/14/2014,Kepler
Kepler-195 b,2168,4.78 Earths,14.799,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1141/kepler-195-b/,Super Earth,2014,4.78 Earths,2.03 x Earth,0.077 AU,8.3 days,0,Kepler-194,b,kepler-194 b,Transit,0,3,2.092281,0.000008,-0.000008,0,0.032,,,0,,,,,,,,,,,,,,0.135,0.07,-0.07,0,,,,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,29.68,-29.68,0,1133.48,29.68,-29.68,0,14.915,,0,Kepler-band,14.912,,0,6089,200,-200,0,,,,,1.02,0.54,-0.54,0,5/14/2014,Kepler
Kepler-195 c,2168,3.02 Earths,14.799,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1142/kepler-195-c/,Super Earth,2014,3.02 Earths,1.55 x Earth,0.197 AU,34.1 days,0,Kepler-194,c,kepler-194 c,Transit,0,3,17.308032,0.000079,-0.000079,0,0.131,,,0,,,,,,,,,,,,,,0.231,0.121,-0.121,0,,,,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,29.68,-29.68,0,1133.48,29.68,-29.68,0,14.915,,0,Kepler-band,14.912,,0,6089,200,-200,0,,,,,1.02,0.54,-0.54,0,5/14/2014,Kepler
Kepler-196 b,1492,4.27 Earths,14.103,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1143/kepler-196-b/,Super Earth,2014,4.27 Earths,1.9 x Earth,0.138 AU,20.7 days,0,Kepler-194,d,kepler-194 d,Transit,0,3,52.814973,0.000481,-0.000481,0,0.275,,,0,,,,,,,,,,,,,,0.214,0.112,-0.112,0,,,,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,29.68,-29.68,0,1133.48,29.68,-29.68,0,14.915,,0,Kepler-band,14.912,,0,6089,200,-200,0,,,,,1.02,0.54,-0.54,0,5/14/2014,Kepler
Kepler-196 c,1492,5.65 Earths,14.103,2014,https://exoplanets.nasa.gov/exoplanet-catalog/638/kepler-196-c/,Neptune-like,2014,5.65 Earths,0.2 x Jupiter,0.24 AU,47.4 days,0,Kepler-195,b,kepler-195 b,Transit,0,2,8.307872,0.00002,-0.00002,0,0.077,,,0,,,,,,,,,,,,,,0.181,0.066,-0.066,0,,,,,1,1,0,1,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,664.47,9.05,-9.05,0,664.47,9.05,-9.05,0,14.813,,0,Kepler-band,14.799,,0,5329,200,-200,0,,,,,0.78,0.28,-0.28,0,5/14/2014,Kepler
Kepler-197 b,1089,1.04 Earths,11.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1144/kepler-197-b/,Super Earth,2014,1.04 Earths,1.02 x Earth,0.06 AU,5.6 days,0.02,Kepler-195,c,kepler-195 c,Transit,0,2,34.096863,0.000371,-0.000371,0,0.197,,,0,,,,,,,,,,,,,,0.138,0.051,-0.051,0,,,,,0,1,0,1,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,664.47,9.05,-9.05,0,664.47,9.05,-9.05,0,14.813,,0,Kepler-band,14.799,,0,5329,200,-200,0,,,,,0.78,0.28,-0.28,0,5/14/2014,Kepler
Kepler-197 c,1089,5.3 Earths,11.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1145/kepler-197-c/,Super Earth,2014,5.3 Earths,1.23 x Earth,0.09 AU,10.3 days,0.08,Kepler-196,b,kepler-196 b,Transit,0,2,20.739886,0.000066,-0.000066,0,0.138,,,0,,,,,,,,,,,,,,0.17,0.013,-0.013,0,,,,,0,1,0,1,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,457.26,3.19,-3.19,0,457.26,3.19,-3.19,0,14.157,,0,Kepler-band,14.103,,0,5128,100,-100,0,,,,,0.78,0.06,-0.06,0,5/14/2014,Kepler
Kepler-197 d,1089,1.98 Earths,11.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1146/kepler-197-d/,Super Earth,2014,1.98 Earths,1.22 x Earth,0.119 AU,15.7 days,0.03,Kepler-196,c,kepler-196 c,Transit,0,2,47.427737,0.000223,-0.000223,0,0.24,,,0,,,,,,,,,,,,,,0.2,0.015,-0.015,0,,,,,1,1,0,1,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,457.26,3.19,-3.19,0,457.26,3.19,-3.19,0,14.157,,0,Kepler-band,14.103,,0,5128,100,-100,0,,,,,0.78,0.06,-0.06,0,5/14/2014,Kepler
Kepler-197 e,1089,0.693 Earths,11.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1147/kepler-197-e/,Terrestrial,2014,0.693 Earths,0.91 x Earth,0.164 AU,25.2 days,0.38,Kepler-197,b,kepler-197 b,Transit,0,4,5.599308,0.000023,-0.000023,0,0.06,,,0,,,,,,,,,,,,,,0.091,0.004,-0.004,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,2.36,-2.36,0,333.75,2.36,-2.36,0,11.811,,0,Kepler-band,11.78,,0,6004,102,-102,0,,,,,1.12,0.03,-0.03,0,5/14/2014,Kepler
Kepler-198 b,1639,8.35 Earths,13.566,2014,https://exoplanets.nasa.gov/exoplanet-catalog/639/kepler-198-b/,Neptune-like,2014,8.35 Earths,0.252 x Jupiter,0.131 AU,17.8 days,0,Kepler-197,c,kepler-197 c,Transit,0,4,10.349695,0.000045,-0.000045,0,0.09,,,0,,,,,,,,,,,,,,0.11,0.004,-0.004,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,2.36,-2.36,0,333.75,2.36,-2.36,0,11.811,,0,Kepler-band,11.78,,0,6004,102,-102,0,,,,,1.12,0.03,-0.03,0,5/14/2014,Kepler
Kepler-198 c,1639,6.66 Earths,13.566,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1148/kepler-198-c/,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.259 AU,49.6 days,0,Kepler-197,d,kepler-197 d,Transit,0,4,15.677563,0.000096,-0.000096,0,0.119,,,0,,,,,,,,,,,,,,0.109,0.009,-0.009,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,2.36,-2.36,0,333.75,2.36,-2.36,0,11.811,,0,Kepler-band,11.78,,0,6004,102,-102,0,,,,,1.12,0.03,-0.03,0,5/14/2014,Kepler
Kepler-198 d,1639,2.96 Earths,13.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4675/kepler-198-d/,Super Earth,2016,2.96 Earths,1.53 x Earth,Unknown,1.3 days,0,Kepler-197,e,kepler-197 e,Transit,0,4,25.209715,0.000387,-0.000387,0,0.164,,,0,,,,,,,,,,,,,,0.081,0.004,-0.004,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,2.36,-2.36,0,333.75,2.36,-2.36,0,11.811,,0,Kepler-band,11.78,,0,6004,102,-102,0,,,,,1.12,0.03,-0.03,0,5/14/2014,Kepler
