name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-410 A b,431,8.44 Earths,9.5,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7125/kepler-410-a-b/,Neptune-like,2013,8.44 Earths,0.253 x Jupiter,0.1226 AU,17.8 days,0.17,Kepler-409,b,kepler-409 b,Transit,0,1,68.9584,,,0,,,,,,,,,,,,,0.06922,,,1,Mass,0.106,0.003,-0.003,0,,,,,0,1,0,1,19h34m43.01s,293.67919,+46d51m10.0s,46.852764,68.31,0.1,-0.1,0,68.31,0.1,-0.1,0,9.439,,0,Kepler-band,9.391,,0,5460,75,-75,0,0.92,0.06,-0.06,0,0.89,0.02,-0.02,0,10/13/2016,Kepler
Kepler-411 b,501,25.6 Earths,12.233,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5246/kepler-411-b/,Super Earth,2013,25.6 Earths,0.214 x Jupiter,0.0375 AU,3 days,0.15,Kepler-41,b,kepler-41 b,Transit,0,1,1.8555582,0.00000052,-0.00000052,0,0.03101,0.0004,-0.0004,0,0,,,0,82.51,0.09,-0.09,0,0.56,0.08,-0.08,0,Mass,1.29,0.02,-0.02,0,0.33,0.04,-0.04,0,0,1,0,1,19h38m03.17s,294.513229,+45d58m53.9s,45.981644,1128.11,28.52,-28.52,0,1128.11,28.52,-28.52,0,14.465,,0,Kepler-band,14.413,,0,5750,100,-100,0,1.15,0.04,-0.04,0,1.29,0.02,-0.02,0,1/29/2015,Kepler
Kepler-411 c,501,26.4 Earths,12.233,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4401/kepler-411-c/,Neptune-like,2016,26.4 Earths,0.394 x Jupiter,0.0739 AU,7.8 days,0.11,Kepler-410 A,b,kepler-410 a b,Transit,0,1,17.833648,0.000054,-0.000054,0,0.1226,0.0047,-0.0047,0,0.17,0.1,-0.05,0,87.72,0.13,-0.15,0,,,,,,0.253,0.005,-0.005,0,,,,,1,1,0,2,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132,6.9,-6.9,0,148.16,0.49,-0.49,0,9.5,,0,V (Johnson),9.375,,0,6273,140,-140,0,1.21,0.03,-0.03,0,1.35,0.01,-0.01,0,5/14/2014,Kepler
Kepler-411 d,501,15.2 Earths,12.233,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7431/kepler-411-d/,Neptune-like,2018,15.2 Earths,0.296 x Jupiter,0.279 AU,58 days,0.13,Kepler-411,b,kepler-411 b,Transit,0,4,3.005156,0.000002,-0.000002,0,0.0375,0.0008,-0.0008,0,0.146,0.005,-0.004,0,87.4,0.1,-0.1,0,0.08055,0.00818,-0.00818,0,Mass,0.214,0.005,-0.005,0,10.3,1.3,-1.3,0,1,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/2019,Kepler
Kepler-411 e,501,10.8 Earths,12.233,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7432/kepler-411-e/,Neptune-like,2018,10.8 Earths,0.293 x Jupiter,0.186 AU,31.5 days,0.02,Kepler-411,c,kepler-411 c,Transit,0,4,7.834435,0.000002,-0.000002,0,0.0739,0.001,-0.001,0,0.108,0.003,-0.004,0,88.61,0.04,-0.04,0,0.08306,0.01856,-0.01856,0,Mass,0.394,0.006,-0.006,0,1.7,0.4,-0.4,0,1,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/25/2019,Kepler
Kepler-412 b,3658,0.941 Jupiters,13.73,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5247/kepler-412-b/,Gas Giant,2014,0.941 Jupiters,1.341 x Jupiter,0.02897 AU,1.7 days,0,Kepler-411,d,kepler-411 d,Transit,0,4,58.02035,0.00056,-0.00056,0,0.279,0.004,-0.004,0,0.128,0.003,-0.003,0,89.43,0.02,-0.02,0,0.04782,0.01605,-0.01605,0,Mass,0.296,0.009,-0.009,0,2.3,0.8,-0.8,0,1,1,0,0,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/25/2019,Kepler
Kepler-413 b,2833,0.211 Jupiters,15.594,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4811/kepler-413-b/,Gas Giant,2014,0.211 Jupiters,0.388 x Jupiter,0.3553 AU,66.3 days,0.12,Kepler-411,e,kepler-411 e,Transit Timing Variations,0,4,31.509728,0.000085,-0.000085,0,0.186,0.003,-0.003,0,0.016,0.002,-0.001,0,88.04,0.02,-0.02,0,0.03398,0.00346,-0.00346,0,Mass,,,,,,,,,0,1,0,0,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/2019,Kepler
Kepler-414 b,1365,3.5 Earths,13.321,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5248/kepler-414-b/,Super Earth,2014,3.5 Earths,1.71 x Earth,Unknown,4.7 days,0,Kepler-412,b,kepler-412 b,Transit,0,1,1.7208604,0.0000003,-0.0000003,0,0.02897,0.00093,-0.00092,0,,,,,80.559,0.084,-0.079,0,0.941,0.125,-0.019,0,Mass,1.341,0.044,-0.046,0,0.52,0.13,-0.04,0,1,1,0,1,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1121.32,20.26,-20.26,0,1121.32,20.26,-20.26,0,13.73,0.24,0,V (Johnson),14.249,,0,5750,90,-90,0,1.17,0.09,-0.09,0,1.29,0.04,-0.04,0,10/15/2015,Kepler
Kepler-414 c,1365,29.9 Earths,13.321,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5249/kepler-414-c/,Neptune-like,2014,29.9 Earths,0.269 x Jupiter,Unknown,7.2 days,0,Kepler-413,b,kepler-413 b,Transit,0,1,66.262,0.024,-0.021,0,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,89.929,0.024,-0.016,0,0.211,0.069,-0.066,0,Mass,0.388,0.009,-0.009,0,3.2,1,-1,0,0,1,0,0,19h14m02.55s,288.51062,+51d09m44.9s,51.162472,868.34,22.93,-22.93,0,868.34,22.93,-22.93,0,15.52,,0,Kepler-band,15.594,,0,4700,,,0,0.82,0.01,-0.01,0,0.78,0.01,-0.01,0,5/14/2014,Kepler
Kepler-415 b,1756,0.377 Jupiters,15.841,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4812/kepler-415-b/,Super Earth,2014,0.377 Jupiters,1.21 x Earth,Unknown,4.2 days,0,Kepler-414,b,kepler-414 b,Transit Timing Variations,0,2,4.7,,,0,,,,,,,,,,,,,0.011,0.011,-0.009,0,Mass,0.153,0.028,-0.012,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,3.05,-3.05,0,418.44,3.05,-3.05,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,5/28/2014,Kepler
Kepler-415 c,1756,5.71 Earths,15.841,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5250/kepler-415-c/,Neptune-like,2014,5.71 Earths,0.201 x Jupiter,Unknown,8.7 days,0,Kepler-414,c,kepler-414 c,Transit Timing Variations,0,2,7.171,,,0,,,,,,,,,,,,,0.094,0.039,-0.033,0,Mass,0.269,0.048,-0.022,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,3.05,-3.05,0,418.44,3.05,-3.05,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,5/28/2014,Kepler
Kepler-416 b,2299,0.183 Jupiters,14.02,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5251/kepler-416-b/,Super Earth,2014,0.183 Jupiters,0.221 x Jupiter,Unknown,6.3 days,0,Kepler-415,b,kepler-415 b,Transit Timing Variations,0,2,4.176,,,0,,,,,,,,,,,,,0.377,0.321,-0.275,0,Mass,0.108,0.012,-0.009,0,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,11.09,-11.09,0,538.39,11.09,-11.09,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,5/28/2014,Kepler
Kepler-416 c,2299,6.57 Earths,14.02,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4813/kepler-416-c/,Neptune-like,2014,6.57 Earths,0.219 x Jupiter,Unknown,12.2 days,0,Kepler-415,c,kepler-415 c,Transit Timing Variations,0,2,8.708,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,11.09,-11.09,0,538.39,11.09,-11.09,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,5/28/2014,Kepler
Kepler-417 b,3260,11 Earths,15.866,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5252/kepler-417-b/,Super Earth,2014,11 Earths,0.206 x Jupiter,Unknown,12.3 days,0,Kepler-416,b,kepler-416 b,Transit Timing Variations,0,2,6.319,,,0,,,,,,,,,,,,,0.183,0.168,-0.124,0,Mass,0.221,0.088,-0.029,0,,,,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,9.31,-9.31,0,704.76,9.31,-9.31,0,14.028,,0,Kepler-band,14.02,,0,,,,,1,,,0,1.07,,,0,5/28/2014,Kepler
Kepler-417 c,3260,7.7 Earths,15.866,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5253/kepler-417-c/,Neptune-like,2014,7.7 Earths,0.24 x Jupiter,Unknown,15.9 days,0,Kepler-416,c,kepler-416 c,Transit Timing Variations,0,2,12.209,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,9.31,-9.31,0,704.76,9.31,-9.31,0,14.028,,0,Kepler-band,14.02,,0,,,,,1,,,0,1.07,,,0,5/28/2014,Kepler
Kepler-418 b,3366,1.1 Jupiters,14.649,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4896/kepler-418-b/,Gas Giant,2014,1.1 Jupiters,1.2 x Jupiter,Unknown,86.7 days,0.2,Kepler-417,b,kepler-417 b,Transit Timing Variations,0,2,12.331,,,0,,,,,,,,,,,,,0.035,0.029,-0.025,0,Mass,0.206,0.077,-0.015,0,,,,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,47.21,-47.21,0,999.47,47.21,-47.21,0,15.886,,0,Kepler-band,15.866,,0,,,,,0.9,,,0,0.81,,,0,5/28/2014,Kepler
Kepler-419 b,3397,2.5 Jupiters,12.964,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5254/kepler-419-b/,Gas Giant,2014,2.5 Jupiters,0.96 x Jupiter,0.37 AU,69.8 days,0.83,Kepler-417,c,kepler-417 c,Transit Timing Variations,0,2,15.943,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,47.21,-47.21,0,999.47,47.21,-47.21,0,15.886,,0,Kepler-band,15.866,,0,,,,,0.9,,,0,0.81,,,0,5/28/2014,Kepler
Kepler-419 c,3397,7.3 Jupiters,12.964,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4897/kepler-419-c/,Gas Giant,2014,7.3 Jupiters,1.13 x Jupiter,1.68 AU,1.9 years,0.18,Kepler-418,b,kepler-418 b,Transit,0,1,86.67856,0.00007,-0.00007,0,,,,,0.2,0.11,-0.11,0,89.952,0.041,-0.041,0,1.1,,,1,Mass,1.2,0.16,-0.16,0,,,,,0,1,0,1,19h37m44.04s,294.433512,+38d21m19.6s,38.35545,1031.92,21.15,-21.15,0,1031.92,21.15,-21.15,0,14.696,,0,Kepler-band,14.649,,0,5820,100,-100,0,0.98,0.08,-0.08,0,1.09,0.14,-0.14,0,5/28/2014,Kepler
Kepler-41 b,3680,0.56 Jupiters,14.413,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1906/kepler-41-b/,Gas Giant,2011,0.56 Jupiters,1.29 x Jupiter,0.03101 AU,1.9 days,0,Kepler-419,b,kepler-419 b,Transit,0,2,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,88.95,0.14,-0.17,0,2.5,0.3,-0.3,0,Mass,0.96,0.12,-0.12,0,,,,,1,1,0,1,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,26.1,-26.1,0,1041.31,26.1,-26.1,0,13.005,,0,Kepler-band,12.964,,0,6430,79,-79,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,6/25/2014,Kepler
Kepler-421 b,1044,16.1 Earths,13.348,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5256/kepler-421-b/,Neptune-like,2014,16.1 Earths,0.371 x Jupiter,1.219 AU,1.9 years,0.04,Kepler-419,c,kepler-419 c,Transit Timing Variations,0,2,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,88,3,-2,0,7.3,0.4,-0.4,0,Mass,,,,,,,,,0,1,0,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,26.1,-26.1,0,1041.31,26.1,-26.1,0,13.005,,0,Kepler-band,12.964,,0,6430,79,-79,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,6/25/2014,Kepler
Kepler-422 b,2408,0.43 Jupiters,13.423,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4898/kepler-422-b/,Gas Giant,2014,0.43 Jupiters,1.15 x Jupiter,0.082 AU,7.9 days,< 0.55,Kepler-42,b,kepler-42 b,Transit,0,3,1.2137672,0.0000046,-0.0000046,0,0.0116,,,0,,,,,,,,,,,,,,0.07,0.02,-0.02,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/2014,Kepler
Kepler-423 b,2365,0.595 Jupiters,14.28,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5257/kepler-423-b/,Gas Giant,2014,0.595 Jupiters,1.192 x Jupiter,0.03585 AU,2.7 days,0.02,Kepler-42,c,kepler-42 c,Transit,0,3,0.45328509,0.00000097,-0.00000097,0,0.006,,,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/2014,Kepler
Kepler-424 b,2325,1.03 Jupiters,14.229,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5258/kepler-424-b/,Gas Giant,2014,1.03 Jupiters,0.89 x Jupiter,0.044 AU,3.3 days,< 0.076,Kepler-42,d,kepler-42 d,Transit,0,3,1.865169,0.000014,-0.000014,0,0.0154,,,0,,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/2014,Kepler
Kepler-424 c,2325,6.97 Jupiters,14.229,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4899/kepler-424-c/,Gas Giant,2014,6.97 Jupiters,1.13 x Jupiter,0.73 AU,223.3 days,0,Kepler-421,b,kepler-421 b,Transit,0,1,704.1984,0.0016,-0.0016,0,1.219,0.089,-0.089,0,0.041,0.095,-0.034,0,89.965,0.024,-0.031,0,,,,,,0.371,0.017,-0.014,0,,,,,0,1,0,0,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320,20,-20,0,352.1,2.05,-2.05,0,13.354,,0,Kepler-band,13.348,,0,5308,50,-50,0,0.79,0.03,-0.03,0,0.76,0.03,-0.03,0,7/23/2014,Kepler
Kepler-425 b,2120,0.25 Jupiters,14.97,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5259/kepler-425-b/,Gas Giant,2014,0.25 Jupiters,0.978 x Jupiter,0.0464 AU,3.8 days,< 0.33,Kepler-422,b,kepler-422 b,Transit,0,1,7.8914483,0.0000005,-0.00000051,0,0.082,0.011,-0.01,0,,,,,,,,,0.43,0.13,-0.13,0,Mass,1.15,0.11,-0.11,0,0.38,0.11,-0.11,0,0,1,0,1,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,738.2,6.82,-6.82,0,738.2,6.82,-6.82,0,13.435,,0,Kepler-band,13.423,,0,5972,84,-84,0,1.15,0.06,-0.06,0,1.24,0.12,-0.12,0,10/3/2014,Kepler
Kepler-426 b,2871,0.34 Jupiters,15.073,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5260/kepler-426-b/,Gas Giant,2014,0.34 Jupiters,1.09 x Jupiter,0.0414 AU,3.2 days,< 0.18,Kepler-423,b,kepler-423 b,Transit,0,1,2.6843285,0.00000007,-0.00000007,0,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0,87.828,0.126,-0.126,0,0.595,0.081,-0.081,0,Mass,1.192,0.052,-0.052,0,0.459,0.083,-0.083,0,0,1,0,1,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725,75,-75,0,775.55,13.23,-13.23,0,14.29,,0,Kepler-band,14.28,,0,5560,80,-80,0,0.85,0.04,-0.04,0,0.95,0.04,-0.04,0,1/22/2015,Kepler
Kepler-427 b,3588,0.29 Jupiters,14.42,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5261/kepler-427-b/,Gas Giant,2014,0.29 Jupiters,1.23 x Jupiter,0.091 AU,10.3 days,< 0.57,Kepler-424,b,kepler-424 b,Transit,0,2,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,,,,,,,,,1.03,0.13,-0.13,0,Mass,0.89,0.08,-0.06,0,1.94,0.25,-0.25,0,0,1,0,1,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,712.87,10.31,-10.31,0,712.87,10.31,-10.31,0,14.256,,0,Kepler-band,14.229,,0,5460,81,-81,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,10/3/2014,Kepler
Kepler-428 b,2349,1.27 Jupiters,15.405,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4900/kepler-428-b/,Gas Giant,2014,1.27 Jupiters,1.08 x Jupiter,0.0433 AU,3.5 days,< 0.22,Kepler-424,c,kepler-424 c,Radial Velocity,0,2,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,,,,,,,,,6.97,0.62,-0.62,0,Msini,,,,,,,,,0,1,0,0,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,712.87,10.31,-10.31,0,712.87,10.31,-10.31,0,14.256,,0,Kepler-band,14.229,,0,5460,81,-81,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,10/3/2014,McDonald Observatory
Kepler-42 b,126,0.399 Earths,16.124,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1907/kepler-42-b/,Terrestrial,2011,0.399 Earths,0.78 x Earth,0.0116 AU,1.2 days,0.04,Kepler-425,b,kepler-425 b,Transit,0,1,3.79701816,0.00000019,-0.00000019,0,0.0464,0.0008,-0.0008,0,0.33,,,1,87.02,0.08,-0.08,0,0.25,0.08,-0.08,0,Mass,0.978,0.022,-0.022,0,0.27,0.07,-0.07,0,0,1,0,1,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650,20,-20,0,658.75,11.1,-11.1,0,14.97,0.04,0,V (Johnson),14.73,,0,5170,70,-70,0,0.93,0.05,-0.05,0,0.86,0.02,-0.02,0,10/3/2014,Kepler
Kepler-42 c,126,0.315 Earths,16.124,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1908/kepler-42-c/,Terrestrial,2011,0.315 Earths,0.73 x Earth,0.006 AU,0.5 days,0,Kepler-426,b,kepler-426 b,Transit,0,1,3.21751883,0.00000019,-0.00000019,0,0.0414,0.001,-0.001,0,0.18,,,1,85.74,0.06,-0.06,0,0.34,0.08,-0.08,0,Mass,1.09,0.03,-0.03,0,0.26,0.06,-0.06,0,0,1,0,1,19h17m44.31s,289.434628,+49d28m24.2s,49.4734,880,30,-30,0,864.63,14.24,-14.24,0,15.073,0.013,0,V (Johnson),14.807,,0,5725,90,-90,0,0.91,0.06,-0.06,0,0.92,0.02,-0.02,0,10/3/2014,Kepler
Kepler-42 d,126,0.13 Earths,16.124,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1909/kepler-42-d/,Terrestrial,2011,0.13 Earths,0.57 x Earth,0.0154 AU,1.9 days,0.02,Kepler-427,b,kepler-427 b,Transit,0,1,10.290994,0.0000011,-0.0000011,0,0.091,0.01,-0.01,0,0.57,,,1,89.5,0.45,-0.45,0,0.29,0.09,-0.09,0,Mass,1.23,0.21,-0.21,0,0.16,0.14,-0.14,0,0,1,0,1,19h13m01.10s,288.25458,+43d42m17.5s,43.704868,1100,150,-150,0,1048.53,17.1,-17.1,0,14.42,0.02,0,V (Johnson),14.196,,0,5800,70,-70,0,0.96,0.06,-0.06,0,1.35,0.2,-0.2,0,10/3/2014,Kepler
Kepler-430 b,3074,10.6 Earths,13.814,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5263/kepler-430-b/,Neptune-like,2015,10.6 Earths,0.29 x Jupiter,0.2244 AU,36 days,0,Kepler-428,b,kepler-428 b,Transit,0,1,3.52563254,0.00000015,-0.00000015,0,0.0433,0.0009,-0.0009,0,0.22,,,1,89.36,0.43,-0.43,0,1.27,0.19,-0.19,0,Mass,1.08,0.03,-0.03,0,1.02,0.15,-0.15,0,0,1,0,1,19h22m19.61s,290.581722,+40d34m38.6s,40.5774,720,25,-25,0,699.73,15.91,-15.91,0,15.405,0.016,0,V (Johnson),15.222,,0,5150,100,-100,0,0.87,0.05,-0.05,0,0.8,0.02,-0.02,0,10/3/2014,Kepler
Kepler-430 c,3074,3.71 Earths,13.814,2015,https://exoplanets.nasa.gov/exoplanet-catalog/466/kepler-430-c/,Super Earth,2015,3.71 Earths,1.75 x Earth,0.4757 AU,111 days,0,Kepler-43,b,kepler-43 b,Transit,0,1,3.0240949,0.0000006,-0.0000006,0,0.046,0.0026,-0.0025,0,,,,,84.646,0.107,-0.091,0,3.23,0.26,-0.26,0,Mass,1.219,0.065,-0.064,0,5,7,-5,0,0,1,0,1,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1035.9,14.94,-14.94,0,1035.9,14.94,-14.94,0,13.958,,0,Kepler-band,13.889,,0,6041,143,-143,0,1.32,0.09,-0.09,0,1.42,0.07,-0.07,0,10/15/2015,Kepler
Kepler-431 b,1610,0.37 Earths,11.929,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5264/kepler-431-b/,Terrestrial,2015,0.37 Earths,0.764 x Earth,0.0719 AU,6.8 days,0,Kepler-430,b,kepler-430 b,Transit,0,2,35.968,,,0,0.2244,,,0,,,,,,,,,,,,,,0.29,,,0,,,,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,16.98,-16.98,0,942.26,16.98,-16.98,0,13.848,,0,Kepler-band,13.814,,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,11/19/2014,Kepler
Kepler-431 c,1610,0.229 Earths,11.929,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4902/kepler-431-c/,Terrestrial,2015,0.229 Earths,0.668 x Earth,0.0847 AU,8.7 days,0,Kepler-430,c,kepler-430 c,Transit,0,2,110.979,,,0,0.4757,,,0,,,,,,,,,,,,,,0.16,,,0,,,,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,16.98,-16.98,0,942.26,16.98,-16.98,0,13.848,,0,Kepler-band,13.814,,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,11/19/2014,Kepler
Kepler-431 d,1610,1.41 Earths,11.929,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5265/kepler-431-d/,Super Earth,2015,1.41 Earths,1.11 x Earth,0.1045 AU,11.9 days,0,Kepler-431,b,kepler-431 b,Transit,0,3,6.803,,,0,0.0719,,,0,,,,,,,,,,,,,,0.068,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/2014,Kepler
Kepler-432 b,2838,5.41 Jupiters,12.465,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5266/kepler-432-b/,Gas Giant,2015,5.41 Jupiters,1.145 x Jupiter,0.301 AU,52.5 days,0.51,Kepler-431,c,kepler-431 c,Transit,0,3,8.703,,,0,0.0847,,,0,,,,,,,,,,,,,,0.06,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/2014,Kepler
Kepler-432 c,2838,2.43 Jupiters,12.465,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5473/kepler-432-c/,Gas Giant,2015,2.43 Jupiters,1.18 x Jupiter,Unknown,406.2 days,0.5,Kepler-431,d,kepler-431 d,Transit,0,3,11.922,,,0,0.1045,,,0,,,,,,,,,,,,,,0.1,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/2014,Kepler
